response_id,prolific_pid,start_date,end_date,duration_s,assigned_condition,endorser_gender,endorser_id,endorser_slider_q1,endorser_slider_q2,display_strength_q1,display_strength_q2,q2_variance_delta,trust_d1,trust_d2,trust_change,abs_change,q1_pair_id,q2_pair_id,q1_category,q2_category,q1_truth,q1_selected,q1_correct,q1_bonus,rt_d1,rt_d2,rt_outcome,gender_cond,accuracy_cond,strength_cond,outcome,cq1_correct,cq2_correct,cq3_correct,cq4_correct,cq5_correct,cq_score,cq_score_qualtrics,cq_perfect,manip_response,manip_correct,manip_missing,participant_gender,age,race,best_participant,changer,female_endorser,success,strong,trust_d1_centered,age_centered
R_76bRhW9egM1RrhZ,65fedd69bd65bd4eab478192,2026-03-27T19:35:49Z,2026-03-27T19:40:31Z,281.0,W_correct_weak,Female,652ecb92078fe073ab29b920,54.0,1.0,16.0,10.0,-6.0,74.0,89.0,15.0,15.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,B,1,0.87,22.678,9.047,12.091,W,correct,weak,Success,1,1,1,1,1,5,5,1,Male,0,0,Male,58.0,White,0,1,1,1,0,31.3235,12.6642
R_7sjlC7ONQRQZ97x,6612b68a41d366bc8f7d59bf,2026-03-27T19:44:04Z,2026-03-27T19:49:38Z,334.0,W_incorrect_strong,Female,65dca046786b41c22b4de4e6,1.0,4.0,88.0,82.0,-6.0,50.0,40.0,-10.0,10.0,misleading_woman_looks_better,unknown_man_word,ObviousFails_WomanLooksBetter,Unknown_ManWord_ManWins,B,A,0,0.25,32.59,27.97,9.485,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Female,63.0,White,0,1,1,0,1,7.3235,17.6642
R_6TrKfpu3eqROz6h,670453b0d93209a1e156916d,2026-03-27T19:47:28Z,2026-03-27T19:52:34Z,306.0,M_incorrect_weak,Male,629186f7e2f20297ead170be,56.0,1.0,20.0,10.0,-10.0,5.0,0.0,-5.0,5.0,close_woman_wins,dominant_man_wins,Close_WomanWins,Dominant_ManWins,A,B,0,0.47,16.382,5.59,8.896,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Male,26.0,White,1,1,0,0,0,-37.6765,-19.3358
R_3aJlhFuPqTPdoQu,6448b02780b6d2fc3ea9d479,2026-03-27T19:43:08Z,2026-03-27T19:52:46Z,577.0,W_correct_weak,Female,652ecb92078fe073ab29b920,54.0,1.0,16.0,26.0,10.0,21.0,21.0,0.0,0.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,B,1,0.6,79.199,35.887,41.71,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Male,57.0,White,1,0,1,1,0,-21.6765,11.6642
R_3lKVJu7lof4DtD3,5e987098f1bb6707dca13f5b,2026-03-27T19:46:36Z,2026-03-27T19:53:37Z,421.0,W_correct_strong,Female,6754246c81ce61cb6ffe887f,4.0,2.0,84.0,90.0,6.0,72.0,100.0,28.0,28.0,dominant_woman_wins,misleading_man_looks_better,Dominant_WomanWins,ObviousFails_ManLooksBetter,A,A,1,0.86,23.714,8.246,14.123,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,59.0,White,1,1,1,1,1,29.3235,13.6642
R_5pA5Lxg6IuPuR6J,66efa54508a57ab4d42cab20,2026-03-27T19:50:18Z,2026-03-27T19:59:31Z,552.0,W_incorrect_weak,Female,671165ce01cd9c2699b90dc1,47.0,6.0,15.0,10.0,-5.0,10.0,30.0,20.0,20.0,identical_woman_woman,misleading_man_looks_better,Identical_WomanWoman_Bwins,ObviousFails_ManLooksBetter,B,A,0,0.45,38.474,37.006,11.575,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,31.0,White,1,1,1,0,0,-32.6765,-14.3358
R_62ccFLFj7ayQTDn,672eeebde600098b4b65d4a8,2026-03-27T20:01:17Z,2026-03-27T20:05:34Z,256.0,M_incorrect_strong,Male,631c8e97db06f601f81bd82f,8.0,2.0,77.0,72.0,-5.0,16.0,98.0,82.0,82.0,misleading_man_looks_better,dominant_man_wins,ObviousFails_ManLooksBetter,Dominant_ManWins,B,A,0,0.42,27.846,9.012,6.796,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Female,64.0,White,0,1,0,0,1,-26.6765,18.6642
R_53tESHhrcDvs5nX,5c1b9212bfd9220001a9ada0,2026-03-27T20:07:43Z,2026-03-27T20:11:54Z,250.0,M_incorrect_strong,Male,5ee00b8630f30b34f2a5dc1c,6.0,4.0,80.0,75.0,-5.0,22.0,6.0,-16.0,16.0,misleading_man_looks_better,dominant_man_wins,ObviousFails_ManLooksBetter,Dominant_ManWins,B,A,0,0.39,21.511,7.002,4.375,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Male,34.0,White,0,1,0,0,1,-20.6765,-11.3358
R_12Kk2Jx3EeCJ2xm,628d78a2ccf4a41f24c2d2d8,2026-03-27T20:03:42Z,2026-03-27T20:16:09Z,746.0,M_correct_strong,Male,5c3a865019ceb400010c914a,2.0,2.0,87.0,75.0,-12.0,40.0,40.0,0.0,0.0,dominant_woman_wins,misleading_man_looks_better,Dominant_WomanWins,ObviousFails_ManLooksBetter,A,A,1,0.7,120.061,30.727,10.931,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Male,22.0,White,1,0,0,1,1,-2.6765,-23.3358
R_7CkCj3yfr5D33oG,5a8e0b412a842c0001fd1112,2026-03-27T20:18:19Z,2026-03-27T20:21:18Z,178.0,M_incorrect_weak,Male,67aa52dcb66d138fca70a211,49.0,5.0,12.0,10.0,-2.0,29.0,0.0,-29.0,29.0,identical_woman_woman,misleading_man_looks_better,Identical_WomanWoman_Bwins,ObviousFails_ManLooksBetter,B,A,0,0.35,11.384,5.225,7.054,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,0,0,Female,33.0,White,0,1,0,0,0,-13.6765,-12.3358
R_5lQaHZFpR4vMBNK,5a8895f0f1408d0001769b7b,2026-03-27T20:14:59Z,2026-03-27T20:24:28Z,568.0,M_correct_weak,Male,60ec54c58f88686dadb1a0c9,53.0,6.0,15.0,22.0,7.0,100.0,10.0,-90.0,90.0,split_unknowns,dominant_man_wins,SplitUnknowns_ManWins,Dominant_ManWins,B,B,1,1.0,4.31,14.317,1.899,M,correct,weak,Success,1,1,1,1,1,5,5,1,,0,1,Female,28.0,Hispanic,0,1,0,1,0,57.3235,-17.3358
R_3MgMEeYfxw8nNB6,629905766de57eaa15e73261,2026-03-27T20:37:17Z,2026-03-27T20:43:12Z,354.0,W_correct_weak,Female,652ecb92078fe073ab29b920,54.0,1.0,16.0,26.0,10.0,50.0,50.0,0.0,0.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,B,1,0.75,36.141,8.025,7.467,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,53.0,White,1,0,1,1,0,7.3235,7.6642
R_3CwH0UxEqK8jhWu,5ea47bda5b1a9807ed89eb76,2026-03-27T20:36:11Z,2026-03-27T20:46:28Z,616.0,W_incorrect_strong,Female,66d9d8108156d32cbe34ee6f,8.0,10.0,77.0,70.0,-7.0,23.0,100.0,77.0,77.0,misleading_woman_looks_better,man_vs_man,ObviousFails_WomanLooksBetter,ManVsMan_Awins,B,A,0,0.39,48.85,21.778,10.153,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,79.0,White,1,1,1,0,1,-19.6765,33.6642
R_3wRD1T3DDIJWp5E,5dd2e29b2c5c102e6454227a,2026-03-27T20:46:35Z,2026-03-27T20:49:49Z,194.0,M_incorrect_strong,Male,66231fc6e1ecba676935943a,5.0,1.0,82.0,77.0,-5.0,61.0,0.0,-61.0,61.0,misleading_woman_looks_better,dominant_woman_wins,ObviousFails_WomanLooksBetter,Dominant_WomanWins,B,A,0,0.2,12.329,5.495,2.326,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,33.0,White,1,1,0,0,1,18.3235,-12.3358
R_6kzqbEkvRn35O3D,6669a0615cb1e89449d04fe7,2026-03-27T20:50:02Z,2026-03-27T20:54:18Z,255.0,W_incorrect_strong,Female,5e05ab290db892fcd8036b1a,5.0,65.0,82.0,90.0,8.0,25.0,30.0,5.0,5.0,misleading_man_looks_better,unknown_woman_gk,ObviousFails_ManLooksBetter,Unknown_WomanGK_ManWins,B,A,0,0.38,14.598,8.275,3.002,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,36.0,Black,1,1,1,0,1,-17.6765,-9.3358
R_1tlkq6n2DUqaqt4,66d77ebd93a13a53f4d6577b,2026-03-27T20:50:19Z,2026-03-27T20:55:36Z,316.0,M_correct_weak,Male,566a3e0e7da0350012b3ec49,58.0,1.0,23.0,31.0,8.0,0.0,0.0,0.0,0.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,B,1,0.5,27.307,16.43,28.107,M,correct,weak,Success,1,1,1,1,1,5,5,1,Male,1,0,Male,53.0,White,1,0,0,1,0,-42.6765,7.6642
R_6PImh2Q9NfW2onL,67612c302f90b2399522a2ba,2026-03-27T20:46:31Z,2026-03-27T21:00:59Z,867.0,M_correct_weak,Male,5d951ede9b6f880018f63b6e,56.0,91.0,20.0,30.0,10.0,0.0,0.0,0.0,0.0,split_unknowns,close_woman_wins,SplitUnknowns_ManWins,Close_WomanWins,B,B,1,0.5,28.759,9.966,17.463,M,correct,weak,Success,1,1,1,1,1,5,5,1,,0,1,Male,56.0,Black,0,0,0,1,0,-42.6765,10.6642
R_1M5QEsz6wGbgHIc,66d22329349bb305cd974eb7,2026-03-27T20:54:44Z,2026-03-27T21:03:23Z,518.0,M_incorrect_weak,Male,66956649d7179281d46fa6f2,48.0,5.0,13.0,10.0,-3.0,50.0,10.0,-40.0,40.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.25,67.636,22.029,11.304,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,0,0,Female,53.0,White,0,1,0,0,0,7.3235,7.6642
R_6hPZOSMN5x0Fa5L,5c3c7913b4f22c0001a0809c,2026-03-27T21:08:16Z,2026-03-27T21:13:02Z,285.0,M_correct_weak,Male,60ec54c58f88686dadb1a0c9,53.0,6.0,15.0,25.0,10.0,100.0,0.0,-100.0,100.0,split_unknowns,dominant_man_wins,SplitUnknowns_ManWins,Dominant_ManWins,B,B,1,1.0,21.883,15.832,8.75,M,correct,weak,Success,1,1,1,1,1,5,5,1,Male,1,0,Male,73.0,White,1,1,0,1,0,57.3235,27.6642
R_6myp8Cwtb347YvT,62c35e9517e15b36b957a678,2026-03-27T21:04:02Z,2026-03-27T21:16:27Z,744.0,W_incorrect_strong,Female,5e05ab290db892fcd8036b1a,5.0,65.0,82.0,87.0,5.0,56.0,39.0,-17.0,17.0,misleading_man_looks_better,unknown_woman_gk,ObviousFails_ManLooksBetter,Unknown_WomanGK_ManWins,B,A,0,0.22,15.644,8.184,9.811,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,39.0,Hispanic,1,1,1,0,1,13.3235,-6.3358
R_7opUaFlNBaMYBQF,667dff584b72be8e8cf6b196,2026-03-27T21:05:25Z,2026-03-27T21:21:49Z,984.0,M_incorrect_weak,Male,673b834c1ca9feb154a86523,47.0,89.0,15.0,25.0,10.0,10.0,25.0,15.0,15.0,split_unknowns,dominant_woman_wins,SplitUnknowns_ManWins,Dominant_WomanWins,B,A,0,0.45,41.961,15.843,4.967,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,43.0,White,1,1,0,0,0,-32.6765,-2.3358
R_3QJJplqhO2sBpLG,65621989490b11dcec004621,2026-03-27T21:15:37Z,2026-03-27T21:29:53Z,856.0,M_incorrect_strong,Male,63ecff07b619306f41db42fa,2.0,1.0,87.0,82.0,-5.0,50.0,39.0,-11.0,11.0,misleading_man_looks_better,dominant_woman_wins,ObviousFails_ManLooksBetter,Dominant_WomanWins,B,A,0,0.25,174.466,5.464,51.062,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,0,0,Female,33.0,Black,0,1,0,0,1,7.3235,-12.3358
R_1jfFLxJOH30pzxT,5d9d6367a9b2be001450ac4d,2026-03-27T21:29:34Z,2026-03-27T21:35:03Z,329.0,M_incorrect_weak,Male,5e5731e3e1e8b90e25c1f3a2,45.0,11.0,18.0,27.0,9.0,25.0,25.0,0.0,0.0,split_unknowns,misleading_man_looks_better,SplitUnknowns_ManWins,ObviousFails_ManLooksBetter,B,A,0,0.38,14.906,12.073,7.76,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Female,35.0,White,0,0,0,0,0,-17.6765,-10.3358
R_124lhpLeYbDFloi,5783027f913c71000197300d,2026-03-27T21:24:33Z,2026-03-27T21:37:09Z,755.0,M_correct_strong,Male,670d816961bebcb45b53b929,1.0,1.0,88.0,90.0,2.0,60.0,65.0,5.0,5.0,dominant_woman_wins,misleading_man_looks_better,Dominant_WomanWins,ObviousFails_ManLooksBetter,A,A,1,0.8,16.901,20.443,10.867,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,47.0,Hispanic,1,1,0,1,1,17.3235,1.6642
R_3rBsuU43W1gDe7h,671d553e0d035028da7d29a1,2026-03-27T21:29:50Z,2026-03-27T21:38:29Z,518.0,W_correct_weak,Female,66db9db4324609f1a7231f49,57.0,1.0,21.0,30.0,9.0,100.0,51.0,-49.0,49.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,B,1,1.0,32.458,46.279,5.368,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,34.0,American Indian,1,1,1,1,0,57.3235,-11.3358
R_1fqxcPv8Ig6qLoQ,667f45b34d9c9f1b7c921b97,2026-03-27T21:47:00Z,2026-03-27T21:53:14Z,373.0,W_correct_strong,Female,611341c34be95409850e4341,5.0,5.0,82.0,90.0,8.0,40.0,50.0,10.0,10.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.7,21.118,38.713,10.032,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,26.0,Asian,1,1,1,1,1,-2.6765,-19.3358
R_33uyWwjlUXZqrND,66ba8c6a41737fcd4fc4ac9e,2026-03-27T21:46:51Z,2026-03-27T21:55:52Z,540.0,W_correct_weak,Female,662945728093113a43ab8077,55.0,75.0,18.0,26.0,8.0,21.0,43.0,22.0,22.0,split_unknowns,unknown_woman_gk,SplitUnknowns_ManWins,Unknown_WomanGK_ManWins,B,B,1,0.6,60.769,18.226,10.866,W,correct,weak,Success,1,1,1,1,1,5,5,1,,0,1,Female,57.0,Black,0,1,1,1,0,-21.6765,11.6642
R_76aHoUPkrm7YaPS,62743aeb9ef8628d06ec5a75,2026-03-27T22:05:04Z,2026-03-27T22:12:12Z,428.0,W_incorrect_strong,Female,65dca046786b41c22b4de4e6,1.0,4.0,88.0,90.0,2.0,50.0,50.0,0.0,0.0,misleading_woman_looks_better,unknown_man_word,ObviousFails_WomanLooksBetter,Unknown_ManWord_ManWins,B,A,0,0.25,23.45,13.804,7.278,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,55.0,White,1,0,1,0,1,7.3235,9.6642
R_3s1hPqhetr8htS1,67a7caa0cc766deedab56067,2026-03-27T22:03:55Z,2026-03-27T22:13:02Z,547.0,W_incorrect_strong,Female,5fab34d5e971f1617667232e,94.0,1.0,80.0,69.0,-11.0,75.0,25.0,-50.0,50.0,unknown_woman_gk,dominant_woman_wins,Unknown_WomanGK_ManWins,Dominant_WomanWins,A,B,0,0.13,33.941,11.804,14.346,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,0,0,Female,65.0,White,0,1,1,0,1,32.3235,19.6642
R_3JEg4BsoHWuehHd,65f8caa8238a933fdf42f4c3,2026-03-27T22:14:30Z,2026-03-27T22:18:59Z,269.0,W_correct_strong,Female,611341c34be95409850e4341,5.0,5.0,82.0,75.0,-7.0,70.0,70.0,0.0,0.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.85,19.067,34.24,5.997,W,correct,strong,Success,1,1,1,1,1,5,5,1,,0,1,Male,44.0,White,0,0,1,1,1,27.3235,-1.3358
R_6e2RifFunDOY34R,634e1076f43266192b130e13,2026-03-27T22:15:09Z,2026-03-27T22:22:04Z,414.0,W_correct_weak,Female,662945728093113a43ab8077,55.0,75.0,18.0,28.0,10.0,0.0,18.0,18.0,18.0,split_unknowns,unknown_woman_gk,SplitUnknowns_ManWins,Unknown_WomanGK_ManWins,B,B,1,0.5,21.112,14.981,9.088,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,40.0,White,1,1,1,1,0,-42.6765,-5.3358
R_3JC64162GvsnhBQ,637f17565275d4a7b18ff237,2026-03-27T22:26:40Z,2026-03-27T22:32:55Z,375.0,M_incorrect_strong,Male,631c8e97db06f601f81bd82f,8.0,2.0,77.0,65.0,-12.0,30.0,0.0,-30.0,30.0,misleading_man_looks_better,dominant_man_wins,ObviousFails_ManLooksBetter,Dominant_ManWins,B,A,0,0.35,16.095,18.074,14.032,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,46.0,White,1,1,0,0,1,-12.6765,0.6642
R_7SbSY7JQ5BZs6Zz,67ae87b0d1835460d0a99abd,2026-03-27T22:21:08Z,2026-03-27T22:35:58Z,889.0,W_correct_weak,Female,65e8ff784cc1b2fc71bc5368,49.0,5.0,12.0,10.0,-2.0,50.0,100.0,50.0,50.0,close_woman_wins,misleading_woman_looks_better,Close_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.75,70.353,21.066,15.2,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,42.0,Asian,1,1,1,1,0,7.3235,-3.3358
R_6Vl0L9ZTRwijOt0,6689be58732c29981acd23c3,2026-03-27T22:29:11Z,2026-03-27T22:36:34Z,442.0,W_correct_weak,Female,66db9db4324609f1a7231f49,57.0,1.0,21.0,33.0,12.0,25.0,75.0,50.0,50.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,B,1,0.63,18.906,18.937,8.732,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,43.0,White,1,1,1,1,0,-17.6765,-2.3358
R_1fCWYjDuMnDAU7J,656535cfb6e6bea3d8637deb,2026-03-27T22:31:09Z,2026-03-27T22:37:11Z,361.0,W_incorrect_weak,Female,5e9f3f09ccc75a0c345e4845,49.0,5.0,12.0,18.0,6.0,0.0,0.0,0.0,0.0,split_unknowns,misleading_woman_looks_better,SplitUnknowns_ManWins,ObviousFails_WomanLooksBetter,B,A,0,0.5,68.082,27.785,23.404,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,0,0,Male,50.0,White,0,0,1,0,0,-42.6765,4.6642
R_6OphihXegiM85gL,611842195ebcbb197bc11c0e,2026-03-27T22:46:45Z,2026-03-27T22:50:24Z,219.0,M_correct_weak,Male,665e680164927b18554b66ec,51.0,5.0,12.0,17.0,5.0,9.0,73.0,64.0,64.0,identical_woman_woman,misleading_woman_looks_better,Identical_WomanWoman_Bwins,ObviousFails_WomanLooksBetter,B,B,1,0.55,27.37,15.61,7.205,M,correct,weak,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,27.0,White,1,1,0,1,0,-33.6765,-18.3358
R_5IEb0REs7QYDgat,65c58be606be5633a2a68984,2026-03-27T22:48:24Z,2026-03-27T22:53:33Z,309.0,W_correct_weak,Female,66db9db4324609f1a7231f49,57.0,1.0,21.0,13.0,-8.0,20.0,30.0,10.0,10.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,B,1,0.6,31.158,22.542,8.556,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,67.0,White,1,1,1,1,0,-22.6765,21.6642
R_7oGaKifjUaC0sXU,5ba1beaecc5dd00001673e39,2026-03-27T22:50:35Z,2026-03-27T22:55:23Z,288.0,W_incorrect_strong,Female,5e05ab290db892fcd8036b1a,5.0,65.0,82.0,89.0,7.0,100.0,100.0,0.0,0.0,misleading_man_looks_better,unknown_woman_gk,ObviousFails_ManLooksBetter,Unknown_WomanGK_ManWins,B,A,0,0.0,19.815,7.506,9.645,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,46.0,White,1,0,1,0,1,57.3235,0.6642
R_6khoT0nLq6p1ECn,6704251bcdca04fef23d385d,2026-03-27T22:49:22Z,2026-03-27T22:55:58Z,395.0,M_incorrect_strong,Male,6675f3ac3a5d0633257190c4,1.0,86.0,88.0,90.0,2.0,10.0,10.0,0.0,0.0,misleading_woman_looks_better,man_vs_man,ObviousFails_WomanLooksBetter,ManVsMan_Awins,B,A,0,0.45,14.996,5.534,4.379,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,22.0,White,1,0,0,0,1,-32.6765,-23.3358
R_7JQG4Zx3Ja1Nq3e,61022d2f69d5127750d09f40,2026-03-27T23:12:13Z,2026-03-27T23:17:05Z,291.0,W_incorrect_strong,Female,67e188720841b364cd463eaa,7.0,2.0,79.0,87.0,8.0,60.0,100.0,40.0,40.0,misleading_man_looks_better,dominant_woman_wins,ObviousFails_ManLooksBetter,Dominant_WomanWins,B,A,0,0.2,12.415,8.783,2.825,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,25.0,White,1,1,1,0,1,17.3235,-20.3358
R_3nHEZjCopuNAJYw,6752993adafe95d86087831b,2026-03-27T23:07:42Z,2026-03-27T23:21:13Z,810.0,W_correct_strong,Female,611341c34be95409850e4341,5.0,5.0,82.0,88.0,6.0,50.0,75.0,25.0,25.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.75,22.216,18.596,9.651,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,39.0,Hispanic,1,1,1,1,1,7.3235,-6.3358
R_5WZrZYl0M29Oyl3,668c3c8f766286ffd8b50097,2026-03-27T23:24:50Z,2026-03-27T23:39:23Z,872.0,W_correct_strong,Female,66200b032829f40f3664afdf,7.0,2.0,79.0,67.0,-12.0,100.0,100.0,0.0,0.0,dominant_woman_wins,unknown_man_word,Dominant_WomanWins,Unknown_ManWord_ManWins,A,A,1,1.0,20.774,23.248,7.756,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Male,43.0,White,1,0,1,1,1,57.3235,-2.3358
R_6n7RLtmEHAsMIVx,573b2aae67421f0006185a9c,2026-03-27T23:35:22Z,2026-03-27T23:48:12Z,769.0,M_incorrect_weak,Male,5f2f03deec679e2cf4a992e6,46.0,6.0,16.0,21.0,5.0,29.0,8.0,-21.0,21.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,A,0,0.35,31.085,14.909,12.017,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Female,46.0,White,0,1,0,0,0,-13.6765,0.6642
R_71hibdkocV97TQV,59d0fe53a5bbdd0001bf47b6,2026-03-27T23:43:51Z,2026-03-27T23:48:57Z,306.0,M_incorrect_strong,Male,6675f3ac3a5d0633257190c4,1.0,86.0,88.0,82.0,-6.0,20.0,10.0,-10.0,10.0,misleading_woman_looks_better,man_vs_man,ObviousFails_WomanLooksBetter,ManVsMan_Awins,B,A,0,0.4,27.988,14.342,2.392,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,31.0,Asian,1,1,0,0,1,-22.6765,-14.3358
R_5PRgCOeWVivTFZX,6631579b8ebfe443d326fb16,2026-03-27T23:56:23Z,2026-03-28T00:05:28Z,544.0,W_incorrect_strong,Female,5d537c0cecc84200153075e9,4.0,4.0,84.0,79.0,-5.0,25.0,25.0,0.0,0.0,unknown_man_word,misleading_woman_looks_better,Unknown_ManWord_ManWins,ObviousFails_WomanLooksBetter,B,A,0,0.38,37.945,9.732,4.586,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,46.0,Black,1,0,1,0,1,-17.6765,0.6642
R_5Ng0j622Js99Pfr,62e641e757a7c8640079fbd9,2026-03-28T00:03:00Z,2026-03-28T00:10:16Z,436.0,M_incorrect_weak,Male,5e5731e3e1e8b90e25c1f3a2,45.0,11.0,18.0,10.0,-8.0,100.0,100.0,0.0,0.0,split_unknowns,misleading_man_looks_better,SplitUnknowns_ManWins,ObviousFails_ManLooksBetter,B,A,0,0.0,10.335,7.65,10.495,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,48.0,Black,1,0,0,0,0,57.3235,2.6642
R_7QKukQUuN0baJkJ,5e3c24894e7e1e000b2341f9,2026-03-28T00:08:56Z,2026-03-28T00:17:44Z,528.0,W_incorrect_strong,Female,65cce024500351e8c8f7ff26,2.0,6.0,87.0,78.0,-9.0,60.0,55.0,-5.0,5.0,misleading_woman_looks_better,dominant_woman_wins,ObviousFails_WomanLooksBetter,Dominant_WomanWins,B,A,0,0.2,27.935,17.905,8.669,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Female,63.0,White,0,1,1,0,1,17.3235,17.6642
R_5dcyAJbf2YLw3mt,663ea705b761e95caebf67eb,2026-03-28T00:37:11Z,2026-03-28T00:40:45Z,213.0,W_incorrect_weak,Female,63d5b810f3dbbd11e7e65870,48.0,98.0,13.0,10.0,-3.0,20.0,0.0,-20.0,20.0,misleading_woman_looks_better,close_woman_wins,ObviousFails_WomanLooksBetter,Close_WomanWins,B,A,0,0.4,93.388,9.214,1.811,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,23.0,Hispanic,1,1,1,0,0,-22.6765,-22.3358
R_1fIDYuDxxRSgrpN,63d3ff28c338c75425b282b9,2026-03-28T00:35:12Z,2026-03-28T00:42:44Z,452.0,M_correct_strong,Male,559c3e07fdf99b32b55f2d8d,3.0,5.0,85.0,75.0,-10.0,20.0,30.0,10.0,10.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.6,27.198,22.685,9.877,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Male,49.0,White,1,1,0,1,1,-22.6765,3.6642
R_5pGx5c0IQz3AWmq,6693450723a28e436302669b,2026-03-28T00:36:16Z,2026-03-28T00:43:15Z,419.0,M_correct_strong,Male,59e7477e3e4b5a00016aa4d2,4.0,1.0,84.0,79.0,-5.0,40.0,41.0,1.0,1.0,man_vs_man,split_unknowns,ManVsMan_Awins,SplitUnknowns_ManWins,A,A,1,0.7,40.076,17.577,8.897,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,49.0,White,1,1,0,1,1,-2.6765,3.6642
R_16peJqNB23BHgA1,676e13e5655cf7cc40923c54,2026-03-28T00:36:30Z,2026-03-28T00:43:22Z,411.0,M_incorrect_strong,Male,633f03bb432dc8f74ab3a896,7.0,12.0,79.0,71.0,-8.0,50.0,0.0,-50.0,50.0,misleading_man_looks_better,dominant_man_wins,ObviousFails_ManLooksBetter,Dominant_ManWins,B,A,0,0.25,22.24,16.884,3.776,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,50.0,White,1,1,0,0,1,7.3235,4.6642
